category,is_known,true_label,prediction,max_softmax,entropy,energy,odin,mahalanobis
Pluvialis_squatarola,1,57,57,0.9999629,-0.00049397675,15.948119,0.013391991,-19.093093872070312
Pluvialis_squatarola,1,57,50,0.5603649,-1.4514157,8.036375,0.013296937,-9.741604804992676
Strix_leptogrammica,0,-1,15,0.22705567,-2.6820998,4.5231476,0.013226998,-26.41046905517578
Dicaeum_trigonostigma,0,-1,44,0.24820587,-2.82031,6.0920267,0.013224764,-48.490264892578125
Phylloscopus_borealis,1,56,56,1.0,-1.26585125e-08,28.506777,0.013540207,-33.98282241821289
Actitis_hypoleucos,1,3,3,1.0,-4.231976e-09,29.891354,0.0135636125,-23.504716873168945
Larvivora_cyane,0,-1,50,0.7993274,-1.0278869,7.706733,0.013267221,-36.807403564453125
Limosa_lapponica,1,42,63,0.3678188,-1.9013177,6.48027,0.013239185,-30.50086784362793
Phylloscopus_borealis,1,56,56,0.9999267,-0.0008759768,18.305904,0.013413323,-49.26957321166992
Larvivora_cyane,0,-1,70,0.2538946,-2.811768,5.623699,0.013222084,-32.65662384033203
Garrulax_leucolophus,0,-1,41,0.98556817,-0.109186485,11.039041,0.013302552,-40.43428421020508
Caprimulgus_jotaka,0,-1,26,0.92844695,-0.41577858,8.985882,0.013282903,-31.98598861694336
Eurystomus_orientalis,0,-1,28,0.99924976,-0.0070678615,16.626661,0.013372761,-40.3679313659668
Lyncornis_temminckii,0,-1,16,0.9032001,-0.380325,12.254072,0.013321643,-45.96739959716797
Ardea_purpurea,1,9,9,0.999974,-0.000312604,18.739784,0.013428209,-25.32955551147461
Muscicapa_dauurica,0,-1,56,0.27188933,-2.2409682,7.826264,0.013239457,-47.485755920410156
Psittacula_krameri,1,60,60,0.9999999,-1.8111438e-06,25.178612,0.01349348,-28.130657196044922
Calidris_canutus,1,14,14,0.7115168,-0.6008353,16.968863,0.013393541,-20.072460174560547
Prinia_flaviventris,1,58,0,0.58161557,-0.69072205,16.040878,0.013369455,-49.92222595214844
Tringa_nebularia,1,70,48,0.33936203,-1.7662392,6.4077883,0.013250912,-22.5790958404541
Hemiprocne_comata,0,-1,32,0.34374267,-1.914752,8.4927635,0.013255849,-47.02363967895508
Hypothymis_azurea,1,41,41,1.0,-2.6213684e-10,33.01223,0.013603081,-32.59172439575195
Tyto_alba,1,73,73,0.9999982,-2.902827e-05,18.681686,0.013438419,-20.111221313476562
Hirundo_rustica,1,40,40,0.9994831,-0.0048272456,18.89225,0.013413156,-31.387033462524414
Pitta_sordida,0,-1,65,0.734322,-1.0500562,7.8667474,0.013264853,-32.989471435546875
Tringa_ochropus,1,71,71,1.0,-6.117482e-10,30.393843,0.013578567,-32.228397369384766
Orthotomus_sericeus,0,-1,72,0.87958795,-0.6460227,8.484087,0.013269361,-40.89524841308594
Lanius_cristatus,0,-1,58,0.37471032,-1.950809,8.384246,0.013261143,-42.43095016479492
Lalage_nigra,0,-1,27,0.4008371,-2.4681244,6.098514,0.013230778,-44.120399475097656
Aplonis_panayensis,0,-1,36,0.46760398,-2.3629284,5.863802,0.013230329,-34.51760482788086
Geopelia_striata,0,-1,47,0.69611484,-1.0898212,8.072896,0.013264627,-28.58169174194336
Limosa_limosa,1,43,8,0.1913285,-2.7631392,5.221999,0.013225251,-25.4755859375
Chrysophlegma_miniaceum,0,-1,28,0.5468176,-2.0800648,6.1054544,0.0132375285,-39.47916793823242
Pycnonotus_goiavier,0,-1,2,0.79725957,-0.9620824,7.579231,0.013260404,-35.915287017822266
Caprimulgus_macrurus,1,16,16,0.9997174,-0.0031443401,16.141428,0.013380682,-25.855194091796875
Corvus_macrorhynchos,1,24,24,0.99999714,-4.276163e-05,20.724262,0.013437502,-31.506420135498047
Alcedo_atthis,1,5,5,1.0,-8.379329e-08,24.360611,0.013498364,-28.166120529174805
Actitis_hypoleucos,1,3,3,0.99999964,-7.006136e-06,23.032629,0.013465109,-40.33476257324219
Malacocincla_abbotti,0,-1,61,0.2922125,-2.544173,6.9199524,0.013228954,-31.809656143188477
Acridotheres_tristis,1,0,0,0.9999932,-9.015139e-05,20.55068,0.01343643,-28.928579330444336
Ducula_aenea,0,-1,23,0.96816564,-0.20897397,11.000747,0.013302013,-38.680458068847656
Anthreptes_malacensis,0,-1,22,0.97440267,-0.18813369,10.5069895,0.013295272,-31.539310455322266
Pellorneum_malaccense,0,-1,4,0.92090464,-0.49939078,7.9349394,0.013270147,-34.313472747802734
Tringa_totanus,1,72,72,0.9993611,-0.0060828608,15.262807,0.01337504,-30.261573791503906
Charadrius_dubius,1,20,20,0.9970784,-0.02106334,15.076462,0.013359734,-30.692197799682617
Gallinula_chloropus,1,35,35,1.0,-2.7889052e-07,25.724926,0.013505009,-18.573810577392578
Cecropis_daurica,1,17,17,1.0,-4.010588e-08,25.873377,0.013516774,-24.93862533569336
Motacilla_cinerea,1,45,45,0.9999999,-1.9040986e-06,26.10201,0.013500007,-43.38007736206055
Surniculus_lugubris,0,-1,52,0.76239127,-1.0734472,8.570059,0.013274561,-39.63539123535156
Butorides_striata,1,11,11,1.0,-6.323853e-07,22.915676,0.013471621,-46.77099609375
Prinia_flaviventris,1,58,58,0.99581224,-0.032417383,15.509874,0.013361295,-39.820884704589844
Apus_nipalensis,0,-1,3,0.51073647,-1.991946,6.8179116,0.013242904,-34.66133117675781
Dicrurus_macrocercus,0,-1,4,0.12566528,-3.4265788,5.043669,0.013200942,-33.8680534362793
Cinnyris_jugularis,1,22,22,1.0,-5.842491e-10,31.154846,0.013584147,-30.50559425354004
Falco_tinnunculus,1,33,33,0.99999976,-4.3075356e-06,24.197641,0.013486397,-29.310596466064453
Chlidonias_leucopterus,0,-1,66,0.8682405,-0.7615989,7.624787,0.013257141,-29.2812557220459
Dicrurus_leucophaeus,1,27,27,0.9999434,-0.0007088989,16.396683,0.013375112,-38.004112243652344
Centropus_bengalensis,0,-1,18,0.99172556,-0.060278643,14.174126,0.013358859,-42.46625900268555
Falco_tinnunculus,1,33,33,0.9999994,-9.826468e-06,23.747122,0.013477418,-36.030765533447266
Micropternus_brachyurus,0,-1,41,0.9988029,-0.010632083,17.891842,0.013389593,-51.04750061035156
Limosa_lapponica,1,42,42,0.99997854,-0.000265678,22.861176,0.013468298,-26.447973251342773
Falco_peregrinus,1,32,32,0.9999999,-1.4226243e-06,25.278387,0.013491062,-35.11857986450195
Ardea_sumatrana,0,-1,25,0.46517703,-1.4563259,9.010791,0.013265357,-38.7369270324707
Butorides_striata,1,11,31,0.33911043,-2.328238,6.2399597,0.013235336,-29.817657470703125
Pitta_sordida,0,-1,44,0.993824,-0.055071734,9.919573,0.013306355,-23.15022850036621
Passer_montanus,1,54,54,0.999998,-3.167375e-05,21.148249,0.013438701,-31.45454216003418
Numenius_arquata,1,48,48,0.9998747,-0.0015512499,15.293698,0.013371087,-28.285907745361328
Elanus_caeruleus,1,30,14,0.91150975,-0.53264296,7.6615577,0.013271644,-22.129974365234375
Lonchura_punctulata,0,-1,19,0.621884,-1.2809091,8.294792,0.013275429,-38.86430740356445
Lyncornis_temminckii,0,-1,16,0.61687744,-1.5335119,7.4751005,0.013256993,-47.28215789794922
Hierococcyx_sparverioides,0,-1,26,0.5760478,-0.8213641,10.108316,0.013305456,-51.803924560546875
Dicrurus_leucophaeus,1,27,27,0.9999987,-2.372995e-05,19.43563,0.013416386,-42.62638854980469
Mixornis_gularis,1,44,44,1.0,-2.9366751e-09,30.380909,0.013576192,-29.864334106445312
Tyto_alba,1,73,73,0.9999993,-1.1083765e-05,22.95425,0.013474341,-19.111652374267578
Ardea_cinerea,1,8,8,0.9999975,-3.5873894e-05,20.852766,0.013445345,-19.62773895263672
Haliaeetus_ichthyaetus,0,-1,0,0.9418365,-0.29857388,10.661759,0.013302074,-41.03555679321289
Cacomantis_sepulcralis,0,-1,41,0.3837951,-2.0383253,7.2599897,0.01324396,-30.69704246520996
Pericrocotus_speciosus,0,-1,4,0.66722053,-0.9654094,9.58291,0.013288737,-49.28409957885742
Dendrocygna_arcuata,0,-1,53,0.58308494,-1.8117337,6.5090165,0.013242742,-36.8054084777832
Gallinago_gallinago,1,34,34,0.99983275,-0.0020289863,15.434138,0.013366227,-33.42498779296875
Hirundo_rustica,1,40,40,0.9999417,-0.00073373824,15.41276,0.01337269,-20.15404510498047
Motacilla_cinerea,1,45,45,0.9999523,-0.0006359047,16.779194,0.013382617,-28.071895599365234
Numenius_arquata,1,48,48,0.9999769,-0.0002936914,19.123497,0.013447362,-20.19725227355957
Orthotomus_sutorius,1,52,52,0.9999857,-0.00019418975,19.08737,0.01341019,-29.489927291870117
Chlidonias_hybrida,1,21,21,0.9963642,-0.029384507,13.226342,0.013340239,-31.043201446533203
Centropus_sinensis,1,18,18,1.0,-7.0308603e-09,32.576054,0.013597361,-30.209558486938477
Cinnyris_jugularis,1,22,22,0.99997425,-0.00033608862,18.391623,0.013405142,-37.47669219970703
Hierococcyx_nisicolor,0,-1,27,0.7954048,-1.0744296,7.115322,0.013257538,-35.7882194519043
Otus_lempiji,0,-1,47,0.9993117,-0.0075928057,13.026642,0.0133345,-41.54474639892578
Ardea_alba,1,7,7,1.0,-9.735835e-07,23.282845,0.013482616,-29.19129753112793
Dinopium_javanense,0,-1,74,0.23547216,-2.4504921,6.5252047,0.013226883,-38.777828216552734
Pernis_ptilorhynchus,0,-1,31,0.35593253,-1.8399096,7.027129,0.013248192,-35.67167282104492
Gallinula_chloropus,1,35,35,0.9999995,-9.065057e-06,23.811033,0.0134778945,-34.54961395263672
Cecropis_daurica,1,17,17,0.886283,-0.5354873,9.246227,0.013280567,-33.627967834472656
Actitis_hypoleucos,1,3,3,1.0,-1.8275209e-08,30.113976,0.01357121,-25.603971481323242
Himantopus_himantopus,1,39,39,0.99999964,-7.933834e-06,21.814875,0.013460694,-20.407697677612305
Ficedula_mugimaki,0,-1,3,0.2934005,-2.7437077,5.721307,0.013219547,-32.70188903808594
Pitta_sordida,0,-1,3,0.25387353,-2.4302437,6.459112,0.013230821,-34.47111892700195
Acridotheres_tristis,1,0,0,0.99999857,-2.4539691e-05,19.606112,0.013427111,-32.35725784301758
Ducula_aenea,0,-1,27,0.77291757,-0.78951263,9.540868,0.013282432,-36.261322021484375
Malacocincla_abbotti,0,-1,4,0.68581426,-0.97331095,9.714924,0.013278511,-39.80710220336914
Surniculus_lugubris,0,-1,41,0.77804273,-0.6640004,11.834764,0.013317476,-40.83028030395508
Phylloscopus_borealis,1,56,56,0.99728703,-0.019075148,17.55836,0.013392777,-36.76411056518555
Columba_livia,1,23,23,0.25408405,-2.579835,4.9822006,0.013224252,-23.094484329223633
Hierococcyx_sparverioides,0,-1,24,0.6195588,-1.0933173,8.546337,0.013271499,-29.973283767700195
Vanellus_indicus,1,74,74,0.9649907,-0.24470946,9.415305,0.013284563,-34.485496520996094
Todiramphus_chloris,0,-1,12,0.85901886,-0.73325306,8.883951,0.01328362,-37.267677307128906
Corvus_splendens,1,25,25,1.0,-5.90594e-07,26.672842,0.013526755,-32.08961486816406
Falco_tinnunculus,1,33,53,0.20914611,-3.1192927,4.825915,0.0132119525,-28.5469913482666
Apus_nipalensis,0,-1,40,0.43140084,-1.5157614,8.839777,0.013262101,-38.08697509765625
Zapornia_pusilla,1,75,75,1.0,-1.055517e-06,23.746767,0.013493044,-29.010631561279297
Mycteria_leucocephala,0,-1,9,0.44664702,-2.6058998,5.7489433,0.013225462,-27.099124908447266
Anthreptes_malacensis,0,-1,41,0.5560948,-1.7803848,8.218522,0.013256008,-32.99756622314453
Phylloscopus_coronatus,0,-1,18,0.46022674,-2.395587,6.104278,0.013230471,-34.05390548706055
Arachnothera_longirostra,0,-1,44,0.964645,-0.1546735,15.480984,0.0133661255,-38.416263580322266
Corvus_splendens,1,25,25,0.9996455,-0.0040407777,14.697476,0.013353666,-35.093727111816406
Acridotheres_tristis,1,0,0,1.0,-5.241203e-07,23.35281,0.013471651,-35.84969711303711
Limosa_limosa,1,43,43,0.9998542,-0.0018691616,13.992233,0.013352783,-35.071189880371094
Acridotheres_tristis,1,0,0,0.9847017,-0.11712149,10.592169,0.013298736,-40.77763366699219
Mixornis_gularis,1,44,44,1.0,-7.5446195e-08,28.691998,0.013547603,-33.61894226074219
Tyto_alba,1,73,73,0.9999919,-0.00010870711,19.376339,0.013421424,-15.589126586914062
Corvus_macrorhynchos,1,24,59,0.6184604,-1.5103418,8.38383,0.013264536,-32.73783874511719
Malacocincla_abbotti,0,-1,28,0.5502813,-1.4862998,9.789568,0.0132752275,-41.0745735168457
Tringa_ochropus,1,71,71,1.0,-3.430339e-07,27.288422,0.013536555,-23.334335327148438
Caprimulgus_macrurus,1,16,16,1.0,-2.4812442e-07,27.301048,0.013522691,-16.466888427734375
Eudynamys_scolopaceus,1,31,31,1.0,-3.0994954e-07,24.414251,0.013503398,-15.61374282836914
Hierococcyx_fugax,0,-1,28,0.32674643,-2.1635988,6.8855457,0.013238936,-39.143585205078125
Centropus_bengalensis,0,-1,18,0.9518655,-0.24040423,13.68241,0.013340928,-31.309467315673828
Ducula_aenea,0,-1,18,0.9957404,-0.034351364,12.898555,0.013334573,-36.23102951049805
Columba_livia,1,23,23,1.0,-1.2094309e-10,31.149017,0.0135846175,-26.243175506591797
Chlidonias_hybrida,1,21,21,0.9999999,-2.7830415e-06,25.536846,0.013511768,-21.67578887939453
Pitta_sordida,0,-1,36,0.3659902,-2.0933292,7.30838,0.01324657,-38.897178649902344
Dinopium_javanense,0,-1,25,0.7572302,-0.6417766,13.138363,0.013326643,-46.327598571777344
Muscicapa_dauurica,0,-1,46,0.26130477,-2.5483563,6.3289814,0.013227493,-34.94047546386719
Falco_peregrinus,1,32,32,0.9999999,-5.3879867e-06,21.17714,0.013441642,-30.15742301940918
Anthreptes_malacensis,0,-1,41,0.6107067,-1.5162674,7.1984773,0.013255351,-32.56541061401367
Otus_sunia,0,-1,18,0.16169669,-3.2054327,5.173931,0.013207961,-33.04733657836914
Spilopelia_chinensis,1,64,64,1.0,-3.7254072e-08,27.15059,0.0135415755,-18.682525634765625
Pelargopsis_capensis,1,55,31,0.63507324,-0.7652921,12.598254,0.013320906,-34.31005859375
Ardea_cinerea,1,8,8,0.99968827,-0.0031930564,15.300825,0.013365493,-28.226680755615234
Ducula_aenea,0,-1,47,0.9897335,-0.085730895,9.744714,0.013304336,-27.475276947021484
Pycnonotus_goiavier,0,-1,28,0.40116248,-1.3424687,9.257498,0.0132669555,-39.560672760009766
Himantopus_himantopus,1,39,39,0.99999976,-3.6253525e-06,21.628555,0.013458069,-20.191265106201172
Otus_lempiji,0,-1,0,0.42228156,-1.4042413,9.007795,0.013273364,-40.71274185180664
Hierococcyx_sparverioides,0,-1,3,0.3519177,-2.255852,6.9937325,0.013238272,-37.82151412963867
Eurystomus_orientalis,0,-1,28,0.98929566,-0.07713574,12.195476,0.013320634,-41.03825759887695
Actitis_hypoleucos,1,3,3,0.9999994,-1.0597367e-05,23.676304,0.013482729,-35.73851776123047
Centropus_bengalensis,0,-1,8,0.36157653,-2.338079,5.05128,0.013250855,-10.6127290725708
Orthotomus_sutorius,1,52,52,0.99998605,-0.00020169001,17.96742,0.013394398,-28.395408630371094
Cinnyris_jugularis,1,22,22,1.0,-3.144895e-07,25.704569,0.013500105,-45.88817596435547
Apus_nipalensis,0,-1,12,0.20035487,-2.7438898,6.189576,0.013222962,-29.8373966217041
Pycnonotus_aurigaster,0,-1,61,0.84139305,-0.8056738,8.718769,0.013269581,-36.81296920776367
Zapornia_pusilla,1,75,75,1.0,-1.0847083e-08,27.6398,0.0135291545,-25.963600158691406
Pycnonotus_goiavier,0,-1,0,0.6015769,-1.7490926,7.046331,0.013251346,-27.108692169189453
Mulleripicus_pulverulentus,0,-1,35,0.78570294,-0.99025226,8.52438,0.013271712,-38.32512283325195
Dendrocygna_javanica,0,-1,67,0.8789502,-0.676468,8.188435,0.013268171,-37.48357391357422
Prinia_flaviventris,1,58,58,0.99918634,-0.0066016666,25.624805,0.0135059375,-40.6961555480957
Alcedo_atthis,1,5,5,0.9999999,-3.909557e-06,20.726,0.0134582175,-30.42767906188965
Caprimulgus_jotaka,0,-1,33,0.58826274,-1.5958984,8.150803,0.013260482,-39.5784797668457
Calidris_canutus,1,14,14,0.9988557,-0.010775298,15.38005,0.0133615425,-31.50312614440918
Dicrurus_macrocercus,0,-1,47,0.32239825,-2.0582876,6.5615587,0.013241733,-33.284969329833984
Ninox_scutulata,1,47,47,1.0,-3.9492207e-08,28.017962,0.013535608,-21.13252067565918
Caprimulgus_jotaka,0,-1,11,0.7499839,-0.6447863,10.671566,0.013310021,-33.98909378051758
Acridotheres_tristis,1,0,38,0.44583616,-1.3769033,10.244507,0.013283655,-47.63314437866211
Psilopogon_rafflesii,0,-1,11,0.51199955,-1.5668874,9.621858,0.013288885,-40.03190994262695
Ducula_aenea,0,-1,64,0.56074256,-1.7340864,7.4304686,0.01325201,-32.53990173339844
Ficedula_zanthopygia,0,-1,65,0.6384018,-1.3358893,7.842888,0.013258499,-39.990074157714844
Ploceus_philippinus,0,-1,18,0.99434316,-0.036980107,14.489507,0.013345985,-40.675724029541016
Haliaeetus_leucogaster,0,-1,28,0.4000102,-1.8444707,7.4052134,0.013250172,-36.65653991699219
Haliaeetus_ichthyaetus,0,-1,24,0.29306376,-2.7436938,5.784418,0.013221017,-37.039703369140625
Dicrurus_leucophaeus,1,27,27,0.9931238,-0.048478942,12.713981,0.013327188,-34.19540023803711
Spatula_clypeata,1,62,32,0.2232331,-3.0780392,4.2786922,0.013217116,-15.297120094299316
Hemiprocne_comata,0,-1,75,0.19413175,-3.2429376,5.2318873,0.013206907,-34.43714141845703
Spilornis_cheela,1,65,41,0.7939828,-0.9120951,7.217756,0.013260741,-27.552425384521484
Lyncornis_temminckii,0,-1,27,0.83931094,-0.49361014,10.480161,0.0132957725,-29.58750343322754
Tyto_alba,1,73,73,0.999974,-0.00035920055,16.715063,0.013390322,-21.503204345703125
Pycnonotus_aurigaster,0,-1,12,0.488132,-2.048363,6.5167828,0.013238632,-36.01016616821289
Ficedula_zanthopygia,0,-1,1,0.476454,-1.9616101,6.7196083,0.0132544665,-41.451316833496094
Tringa_glareola,1,69,69,0.9999844,-0.00020680238,18.818808,0.013413555,-28.810855865478516
Gallus_gallus,1,36,36,1.0,-5.2792366e-09,30.496523,0.013564245,-22.02081871032715
Ketupa_ketupu,0,-1,47,0.7458817,-0.61876965,13.312466,0.013342049,-43.352657318115234
Spatula_clypeata,1,62,62,0.9999728,-0.0003218076,20.11622,0.013423998,-28.712759017944336
Gerygone_sulphurea,0,-1,41,0.38170955,-2.6217663,6.2528157,0.013230007,-37.69230270385742
Caprimulgus_jotaka,0,-1,47,0.79085505,-0.9849149,8.694834,0.013277279,-34.70443344116211
Prionochilus_percussus,0,-1,41,0.9989279,-0.010685313,13.62749,0.013342997,-41.39191818237305
Pachycephala_cinerea,0,-1,41,0.6977583,-0.74540436,10.912362,0.0132924365,-37.08917999267578
Motacilla_cinerea,1,45,45,0.99999976,-3.408301e-06,22.455963,0.013468175,-23.89459800720215
Tachybaptus_ruficollis,1,68,68,0.98029125,-0.14936589,9.384667,0.013296946,-23.20646095275879
Pitta_moluccensis,0,-1,51,0.6463815,-0.86019075,12.307086,0.013311153,-45.064361572265625
Gallinago_gallinago,1,34,34,0.99958533,-0.004456981,14.465539,0.013352454,-38.222774505615234
Falco_tinnunculus,1,33,33,0.99996614,-0.0004034784,16.968643,0.013395191,-27.476486206054688
Ficedula_mugimaki,0,-1,56,0.31215906,-2.0308642,7.9539742,0.013248038,-40.420433044433594
Gallus_gallus,1,36,36,0.9742123,-0.1519062,11.203723,0.013312557,-30.918045043945312
Actitis_hypoleucos,1,3,3,1.0,-5.2725085e-10,35.181057,0.013638408,-26.341842651367188
Dicrurus_paradiseus,1,28,28,0.9999957,-6.274804e-05,19.798351,0.013433346,-36.92148971557617
Clanga_clanga,0,-1,3,0.45740953,-2.4955668,5.54349,0.01322587,-34.97709274291992
Dicrurus_macrocercus,0,-1,27,0.9954299,-0.033301104,13.924571,0.0133395195,-42.03781509399414
Otus_lempiji,0,-1,47,0.98234195,-0.1283701,9.684932,0.013295354,-36.4028434753418
Cinnyris_jugularis,1,22,22,0.9917101,-0.058756966,12.276483,0.013324482,-28.740589141845703
Ardea_alba,1,7,7,0.9999999,-1.957829e-06,25.048532,0.013501765,-36.54475784301758
Larvivora_cyane,0,-1,36,0.528152,-1.6692107,7.7742896,0.01325922,-45.02719497680664
Sterna_sumatrana,0,-1,42,0.43373162,-1.2866722,10.035046,0.013279797,-42.04233169555664
Chlidonias_leucopterus,0,-1,67,0.92622024,-0.41580722,10.398464,0.0132867815,-28.18635368347168
Otus_sunia,0,-1,68,0.33520228,-2.466467,6.1438646,0.013234795,-34.72670364379883
Larvivora_cyane,0,-1,45,0.50602436,-1.4495931,7.0375347,0.013265431,-29.118175506591797
Centropus_sinensis,1,18,18,0.9999796,-0.00028111436,18.463306,0.013407107,-36.8709602355957
Himantopus_himantopus,1,39,39,1.0,-1.4460634e-08,28.570131,0.013553377,-18.095035552978516
Limosa_limosa,1,43,43,0.6293792,-1.001044,14.201575,0.013341826,-31.146316528320312
Dicaeum_cruentatum,0,-1,35,0.7174299,-1.382208,7.6785607,0.013256508,-47.25358200073242
Ficedula_mugimaki,0,-1,3,0.4831081,-1.9970398,7.2841697,0.013246396,-37.534080505371094
Pycnonotus_plumosus,0,-1,28,0.6948002,-1.1103766,9.860431,0.01328643,-46.433799743652344
Clanga_clanga,0,-1,45,0.31634134,-2.7762222,5.4941454,0.013222107,-26.824506759643555
Calidris_alba,1,13,13,0.6412119,-1.0847347,8.27361,0.013270409,-29.350112915039062
Falco_peregrinus,1,32,32,0.9999982,-3.1903786e-05,18.761316,0.0134117855,-27.508737564086914
Lanius_cristatus,0,-1,2,0.99619764,-0.028527524,15.362535,0.0133626675,-39.64244079589844
Larvivora_cyane,0,-1,46,0.32596835,-2.3300912,6.0847445,0.013235081,-29.658620834350586
Ardea_purpurea,1,9,9,0.96124464,-0.28087804,8.189239,0.013276916,-25.6216983795166
Zapornia_pusilla,1,75,75,1.0,-2.7594265e-09,28.897734,0.013550989,-28.497997283935547
Ducula_aenea,0,-1,63,0.18455254,-3.3679113,5.293019,0.013208637,-38.22856521606445
Actitis_hypoleucos,1,3,3,1.0,-4.1199364e-08,27.19432,0.013528646,-28.018800735473633
Dicrurus_paradiseus,1,28,28,0.99999857,-2.0503223e-05,24.810738,0.013483801,-40.00862503051758
Aegithina_tiphia,1,4,24,0.23738647,-2.7136645,5.1557655,0.013223681,-26.8927001953125
Anthracoceros_malayanus,0,-1,41,0.43249664,-2.0455947,6.6720204,0.013239513,-44.55654525756836
Falco_tinnunculus,1,33,33,0.9999968,-5.0586073e-05,19.959196,0.013423746,-36.123497009277344
Gallinula_chloropus,1,35,35,0.9999987,-2.3047416e-05,20.7647,0.013439466,-27.422780990600586
Cacomantis_merulinus,1,12,12,0.99999106,-0.00013079958,20.256248,0.013429101,-37.67530822753906
Psilopogon_rafflesii,0,-1,36,0.7481171,-0.993409,9.378853,0.013292926,-37.69752883911133
Corvus_splendens,1,25,25,0.98749906,-0.06752331,19.142939,0.013411119,-35.54542541503906
Calidris_falcinellus,0,-1,14,0.51009893,-0.846236,11.35381,0.01330217,-35.384971618652344
Strix_leptogrammica,0,-1,65,0.9205371,-0.40902972,12.254925,0.01331945,-54.21110534667969
Surniculus_lugubris,0,-1,36,0.64161,-1.5213902,8.042051,0.013258693,-37.17939376831055
Halcyon_smyrnensis,1,38,38,0.9999857,-0.0001958375,20.029528,0.013425916,-39.09302520751953
Pachycephala_cinerea,0,-1,11,0.1824511,-2.5682745,5.540023,0.013226009,-31.453025817871094
Pycnonotus_aurigaster,0,-1,12,0.9090652,-0.3757168,10.4147,0.0133023085,-34.81743240356445
Lanius_cristatus,0,-1,2,0.22833988,-2.390106,7.7718983,0.013243146,-35.698020935058594
Centropus_sinensis,1,18,24,0.5666995,-1.060815,10.498805,0.013292884,-37.309452056884766
Hierococcyx_sparverioides,0,-1,33,0.37047404,-2.623211,6.099027,0.013225072,-30.794301986694336
Lonchura_punctulata,0,-1,4,0.15700121,-2.6640584,7.0809135,0.013230979,-42.15047073364258
Orthotomus_sutorius,1,52,52,1.0,-1.1567745e-07,27.717012,0.013522615,-30.156307220458984
Passer_montanus,1,54,54,1.0,-7.727404e-10,32.25674,0.013589746,-27.055461883544922
Aethopyga_siparaja,0,-1,56,0.53997594,-1.5423837,8.717788,0.013263513,-35.47186279296875
Calidris_ferruginea,1,15,15,0.9575233,-0.19931431,10.931871,0.013315083,-22.754743576049805
Pelargopsis_capensis,1,55,55,1.0,-1.5062575e-07,25.632332,0.013501217,-36.47902297973633
Butorides_striata,1,11,11,0.9999832,-0.00024513423,16.85172,0.013392026,-38.89707565307617
Zapornia_pusilla,1,75,63,0.333021,-1.6439904,7.4416814,0.0132666305,-15.945076942443848
Phylloscopus_coronatus,0,-1,41,0.8300092,-0.67693496,11.034312,0.013291543,-43.149070739746094
Haliastur_indus,0,-1,53,0.7253307,-1.2463381,8.601518,0.01326847,-43.34429931640625
Pitta_megarhyncha,0,-1,29,0.23296362,-2.584846,6.127345,0.013230019,-34.87887954711914
Ducula_aenea,0,-1,18,0.89774275,-0.53832597,10.1381235,0.013291532,-39.208927154541016
Nycticorax_nycticorax,1,50,50,0.99830306,-0.012835871,16.383345,0.013409409,-16.528488159179688
Gerygone_sulphurea,0,-1,59,0.9583389,-0.23432846,11.252049,0.013301241,-40.70645523071289
Pitta_moluccensis,0,-1,18,0.69270766,-1.2595903,7.586771,0.0132634975,-28.429821014404297
Buteo_japonicus,0,-1,4,0.6342862,-1.6218506,7.4985027,0.013249296,-38.27311325073242
Acridotheres_tristis,1,0,0,0.9999895,-0.00015706621,18.328781,0.013402654,-32.32680130004883
Phylloscopus_borealis,1,56,56,0.6982563,-0.64903516,11.074966,0.01331425,-24.887680053710938
Merops_philippinus,0,-1,62,0.3510537,-2.2442749,6.9873104,0.013237638,-39.539310455322266
Eudynamys_scolopaceus,1,31,36,0.99437284,-0.046365153,11.385278,0.01332175,-30.717430114746094
Psilopogon_haemacephalus,1,59,59,1.0,-3.0716844e-08,28.982182,0.013542021,-34.333473205566406
Arachnothera_longirostra,0,-1,41,0.9835031,-0.11968742,10.4583235,0.013300124,-42.15677261352539
Spatula_clypeata,1,62,62,0.9996556,-0.0039596893,14.039962,0.013352345,-20.476646423339844
Calidris_ferruginea,1,15,29,0.47020224,-1.6484647,6.8632035,0.013255529,-35.95411682128906
Pericrocotus_speciosus,0,-1,41,0.9972728,-0.019998148,15.442736,0.013364615,-40.37216567993164
Treron_olax,0,-1,11,0.41740444,-2.022347,6.6878057,0.013236727,-45.39737319946289
Limosa_lapponica,1,42,42,0.9723583,-0.12650275,17.648848,0.013405639,-24.715177536010742
Acridotheres_tristis,1,0,0,1.0,-6.6584164e-07,23.158875,0.013470688,-31.658342361450195
Dicrurus_leucophaeus,1,27,27,0.9999913,-0.0001289921,18.332832,0.013403503,-33.85669708251953
Sterna_sumatrana,0,-1,11,0.4082254,-1.8458403,8.042631,0.013255446,-30.526649475097656
Halcyon_pileata,0,-1,38,0.80872744,-0.7909159,8.9882145,0.013284625,-40.96968078613281
Phylloscopus_coronatus,0,-1,48,0.9422852,-0.33799988,9.138101,0.013295901,-39.320011138916016
Strix_seloputo,0,-1,28,0.74402976,-0.72735655,9.568082,0.013284303,-35.90778732299805
Ixobrychus_eurhythmus,0,-1,27,0.9989988,-0.009013445,13.81085,0.01334634,-27.85898780822754
Merops_philippinus,0,-1,46,0.9999999,-1.437225e-06,24.745657,0.013492083,-47.68186569213867
